64800,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
68400,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
72000,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
75600,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
79200,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
82800,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
86400,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
90000,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
93600,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
97200,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
100800,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
104400,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
108000,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
111600,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
115200,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
118800,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
122400,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
126000,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
129600,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
133200,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
136800,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
140400,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
144000,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
147600,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
151200,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
154800,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
158400,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
162000,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
165600,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
169200,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
172800,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
176400,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
180000,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
183600,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
187200,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
190800,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
194400,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
198000,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
201600,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
205200,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
208800,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
212400,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
216000,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
219600,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
223200,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
226800,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
230400,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
234000,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
237600,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
241200,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
244800,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
248400,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
252000,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
255600,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
259200,S;S_S;S;S_S;S;For_S;S;C;Idle;S;For_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;4;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;S_S;S;C;Harvest;7;S;S_S;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Worker;Right;50
