1000,S;For_S;S;S_S;S;For_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;For_S;S;S_S;S;C;Harvest;5;S;C;Attack;LessHealthy;S;C;Train;Worker;Right;100
2000,S;For_S;S;S_S;S;S_S;S;C;Train;Worker;Down;50;S;C;Attack;Closest;S;For_S;S;S_S;S;C;Harvest;2;S;C;Harvest;3
3000,S;For_S;S;S_S;S;S_S;S;C;Harvest;3;S;C;Train;Worker;Left;25;S;C;Attack;Strongest
19000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
20000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
21000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
22000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
23000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
24000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
25000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
26000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
27000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
28000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
29000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
30000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
31000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
32000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
33000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
34000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
35000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
36000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
37000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
38000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
39000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
40000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
41000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
42000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
43000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
44000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
45000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
46000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
47000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
48000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
49000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
50000,S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;10;S;C;Attack;Weakest;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Light;Right;10;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;3;S;For_S;S;C;Idle;S;C;Attack;Strongest;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;10;S;C;Train;Worker;Up;15
