18000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
19000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
20000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
21000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
22000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
23000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
24000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
25000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
26000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
27000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
28000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
29000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
30000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
31000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
32000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
33000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
34000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
35000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
36000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
37000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
38000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
39000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
40000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
41000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
42000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
43000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
44000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
45000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
46000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
47000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
48000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
49000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
50000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;4;S;S_S;S;If_B_then_S_else_S;B;HaveQtdUnitsAttacking;3;S;Empty;S;C;Attack;LessHealthy;S;C;Build;Barracks;Up;25;S;C;Attack;Strongest;S;C;Train;Light;Down;10;S;S_S;S;C;Train;Worker;Down;10;S;C;Train;Worker;Down;100
