1000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Closest;S;C;Harvest;2;S;C;Train;Worker;Right;50;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;For_S;S;S_S;S;C;Idle;S;C;Attack;LessHealthy
2000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;8;S;C;Idle;S;S_S;S;S_S;S;C;MoveAway;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Down;10;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;6;S;C;Attack;Strongest
3000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Harvest;8;S;C;Idle;S;S_S;S;S_S;S;C;MoveAway;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Down;10;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;6;S;C;Attack;Strongest
14000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
15000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
16000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
17000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
18000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
19000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
20000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
21000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
22000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
23000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
24000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
25000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
26000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
27000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
28000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
29000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
30000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
31000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
32000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
33000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
34000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
35000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
36000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
37000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
38000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
39000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
40000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
41000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
42000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
43000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
44000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
45000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
46000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
47000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
48000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
49000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
50000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;C;Harvest;2;S;C;Attack;Strongest;S;C;Train;Worker;Left;25
