40000,S;For_S;S;S_S;S;For_S;S;C;Harvest;4;S;S_S;S;C;Attack;LessHealthy;S;C;Train;Worker;Right;50
41000,S;For_S;S;S_S;S;For_S;S;C;Harvest;4;S;S_S;S;C;Attack;LessHealthy;S;C;Train;Worker;Right;50
42000,S;For_S;S;S_S;S;For_S;S;C;Harvest;4;S;S_S;S;C;Attack;LessHealthy;S;C;Train;Worker;Right;50
43000,S;For_S;S;S_S;S;For_S;S;C;Harvest;4;S;S_S;S;C;Attack;LessHealthy;S;C;Train;Worker;Right;50
44000,S;For_S;S;S_S;S;For_S;S;C;Harvest;4;S;S_S;S;C;Attack;LessHealthy;S;C;Train;Worker;Right;50
45000,S;For_S;S;S_S;S;For_S;S;C;Harvest;4;S;S_S;S;C;Attack;LessHealthy;S;C;Train;Worker;Right;50
46000,S;For_S;S;S_S;S;For_S;S;C;Harvest;4;S;S_S;S;C;Attack;LessHealthy;S;C;Train;Worker;Right;50
47000,S;For_S;S;S_S;S;For_S;S;C;Harvest;4;S;S_S;S;C;Attack;LessHealthy;S;C;Train;Worker;Right;50
48000,S;For_S;S;S_S;S;For_S;S;C;Harvest;4;S;S_S;S;C;Attack;LessHealthy;S;C;Train;Worker;Right;50
49000,S;For_S;S;S_S;S;For_S;S;C;Harvest;4;S;S_S;S;C;Attack;LessHealthy;S;C;Train;Worker;Right;50
50000,S;For_S;S;S_S;S;For_S;S;C;Harvest;4;S;S_S;S;C;Attack;LessHealthy;S;C;Train;Worker;Right;50
