1000,S;For_S;S;S_S;S;S_S;S;C;Train;Worker;EnemyDir;6;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;For_S;S;C;Attack;LessHealthy
23000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
24000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
25000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
26000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
27000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
28000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
29000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
30000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
31000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
32000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
33000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
34000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
35000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
36000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
37000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
38000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
39000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
40000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
41000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
42000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
43000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
44000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
45000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
46000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
47000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
48000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
49000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
50000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;C;Harvest;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;EnemyDir;3;S;C;Train;Worker;EnemyDir;10;S;C;Train;Ranged;EnemyDir;10;S;C;Train;Light;EnemyDir;10;S;C;Attack;Weakest;S;C;MoveToUnit;Enemy;Closest
