11000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
12000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
13000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
14000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
15000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
16000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
17000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
18000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
19000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
20000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
21000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
22000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
23000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
24000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
