24000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
25000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
26000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
27000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
28000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
29000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
30000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
31000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
32000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
33000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
34000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
35000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
36000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
37000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
38000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
39000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
40000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
41000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
42000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
43000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
44000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
45000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
46000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
47000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
48000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
49000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
50000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;100;S;C;Attack;Weakest;S;If_B_then_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Down;5
