17000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
18000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
19000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
20000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
21000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
22000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
23000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
24000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
25000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
26000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
27000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
28000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
29000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
30000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
31000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
32000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
33000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
34000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
35000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
36000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
37000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
38000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
39000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
40000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
41000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
42000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
43000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
44000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
45000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
46000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
47000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
48000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
49000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
50000,S;S_S;S;For_S;S;C;Idle;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;6;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Harvest;6;S;C;Train;Worker;Left;20
