1000,S;Empty
2000,S;For_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;25;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;4
17000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
18000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
19000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
20000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
21000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
22000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
23000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
24000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
25000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
26000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
27000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
28000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
29000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
30000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
31000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
32000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
33000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
34000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
35000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
36000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
37000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
38000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
39000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
40000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
41000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
42000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
43000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
44000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
45000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
46000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
47000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
48000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
49000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
50000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
51000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
52000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
53000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
54000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
55000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
56000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
57000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
58000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
59000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
60000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
61000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
62000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
63000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
64000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
65000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
66000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
67000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
68000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
69000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
70000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
71000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
72000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
73000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
74000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
75000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
76000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
77000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
78000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
79000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
80000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
81000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
82000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
83000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
84000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
85000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
