39600,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
43200,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
46800,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
50400,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
54000,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
57600,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
61200,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
64800,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
68400,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
72000,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
75600,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
79200,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
82800,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
86400,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
90000,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
93600,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
97200,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
100800,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
104400,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
108000,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
111600,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
115200,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
118800,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
122400,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
126000,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
129600,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
133200,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
136800,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
140400,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
144000,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
147600,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
151200,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
154800,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
158400,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
162000,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
165600,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
169200,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
172800,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
176400,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
180000,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
183600,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
187200,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
190800,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
194400,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
198000,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
201600,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
205200,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
208800,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
212400,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
216000,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
219600,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
223200,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
226800,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
230400,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
234000,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
237600,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
241200,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
244800,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
248400,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
252000,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
255600,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
259200,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;9;S;For_S;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;Empty;S;S_S;S;C;Train;Worker;Up;25;S;For_S;S;C;MoveToUnit;Ally;Weakest
