39600,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
43200,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
46800,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
50400,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
54000,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
57600,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
61200,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
64800,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
68400,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
72000,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
75600,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
79200,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
82800,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
86400,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
90000,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
93600,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
97200,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
100800,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
104400,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
108000,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
111600,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
115200,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
118800,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
122400,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
126000,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
129600,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
133200,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
136800,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
140400,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
144000,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
147600,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
151200,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
154800,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
158400,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
162000,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
165600,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
169200,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
172800,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
176400,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
180000,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
183600,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
187200,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
190800,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
194400,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
198000,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
201600,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
205200,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
208800,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
212400,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
216000,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
219600,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
223200,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
226800,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
230400,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
234000,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
237600,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
241200,S;S_S;S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;S_S;S;C;Harvest;100;S;C;Attack;Weakest;S;For_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;2;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Up;100
