11000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
12000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
13000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
14000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
15000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
16000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
17000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
18000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
19000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
20000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
21000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
22000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
23000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
24000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
25000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
