18000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
19000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
20000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
21000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
22000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
23000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
24000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
25000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
26000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
27000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
28000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
29000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
30000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
31000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
32000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
33000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
34000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
35000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
36000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
37000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
38000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
39000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
40000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
41000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
42000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
43000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
44000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
45000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
46000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
47000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
48000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
49000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
50000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
