1000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;C;Attack;Strongest;S;Empty;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Worker;Right;2;S;If_B_then_S;B;CanHarvest;S;C;Harvest;6
12000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
13000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
14000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
15000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
16000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
17000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
18000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
19000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
20000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
21000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
22000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
23000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
24000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
25000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
26000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
27000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
28000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
29000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
30000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
31000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
32000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
33000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
34000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
35000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
36000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
37000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
38000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
39000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
40000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
41000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
42000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
43000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
44000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
45000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
46000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
47000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
48000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
49000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
50000,S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Left;1;S;S_S;S;C;Train;Worker;Right;2;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;6;S;C;Harvest;5;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveAway;S;C;Train;Light;EnemyDir;100;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Attack;Weakest;S;C;Harvest;8
